lookback,hidden_dim,layer_dim,learning_rate,drop_rate,rmse,mse,mae,csi,CSIZERO,tempoTreinamento
30,64,2,0.001,0.5,14.424542454370213,208.06742501792866,5.528134737101694,0.0,1.0,0.1027595321337382
30,128,1,0.001,0.5,14.443114554034027,208.60355802094952,5.551324238348752,0.0,1.0,0.09848067363103231
30,128,2,0.001,0.5,14.416169453616902,207.82594171539708,5.491715819031621,0.0,1.0,0.23868639866511027
30,256,2,0.001,0.5,14.421899344423935,207.9911807006955,5.481897856489135,0.0,1.0,0.7243283033370972
